name,region,stemmedName,extractedName,latitude,longitude,addedByKaira
Lohtajakk,other,lohtajak,Lohtajakk,,,
Loi,,loi,Loi,,,
Loikkanen,karelia,loikkan,Loikkanen,,,
Loilo,other,loilo,Loilo,,,
Loimaa,karelia,loima,Loimaa,,,
Loimaa-,other,loimaa-,Loimaa-,,,
Loimaakk,other,loimaak,Loimaakk,,,
Loimaakauppala,other,loimaakauppal,Loimaakauppala,,,
Loimaallav,other,loimaallav,Loimaallav,,,
Loimaamlk,other,loimaamlk,Loimaamlk,,,
Loimaan mlk,,loimaan mlk,Loimaan mlk,,,
Loimae,other,loimae,Loimae,,,
Loimala,karelia,loimal,Loimala,,,
Loimalanas,other,loimalanas,Loimalanas,,,
LoimBa,other,loimb,LoimBa,,,
Loimota,karelia,loimo,Loimota,,,
Loimola,karelia,loimol,Loimola,61.99462,31.69453,
Loimolaas,karelia,loimolaas,Loimolaas,,,
Loimonen,other,loimon,Loimonen,60.82831,23.93368,
Loimula,karelia,loimul,Loimula,,,
Loivonmäki,other,loivonmäk,Loivonmäki,,,
Lokalahti,other,lokalaht,Lokalahti,60.68514,21.46846,
Lokalahtikk,other,lokalahtik,Lokalahtikk,,,
Lokansaari,karelia,lokansaar,Lokansaari,,,
Lokkarila,karelia,lokkaril,Lokkarila,,,
Lokmaa,other,lokm,Lokmaa,,,
Lontila,other,lontil,Lontila,61.09594,23.91493,
Lontoo,other,lonto,Lontoo,,,
Loppi,other,lop,Loppi,60.71667,24.45,
LopDi,other,lopd,LopDi,,,
Loppo,other,lopo,Loppo,,,
Loposillaon,other,loposilao,Loposillaon,,,
Loppikk,other,loppik,Loppikk,,,
Losomäki,other,losomäk,Losomäki,63.15035,28.62934,
lottana,karelia,lot,lottana,,,
Lottala,karelia,lottal,Lottala,,,
lottanajavv,other,lottanajav,lottanajavv,,,
lottatehtävissä,karelia,lottatehtäv,lottatehtävissä,,,
Lottatehtävisgä,other,lottatehtävisg,Lottatehtävisgä,,,
lottatöissä,karelia,lottatö,lottatöissä,,,
Lottola,karelia,lottol,Lottola,60.95815,28.90889,
Lou,,lou,Lou,,,
Louhos,karelia,louhos,Louhos,,,
Louhunvaara,other,louhunvaar,Louhunvaara,,,
Loukee,other,louke,Loukee,,,
Loukinainen,other,loukinain,Loukinainen,60.48745,22.41108,
Loukolammi,other,loukol,Loukolammi,,,
Loukulampi,other,loukul,Loukulampi,,,
Loukunvaara,karelia,loukunvaar,Loukunvaara,,,
Lounais,other,lounais,Lounais,61.36155,22.92897,
Lounais-Afrikka,other,lounais-afrik,Lounais-Afrikka,,,
Lounais-Häme,other,lounais-häm,Lounais-Häme,,,
Lounatjoki,karelia,lounatjok,Lounatjoki,60.41135,29.3468,
Lounatkylä,karelia,lounatkyl,Lounatkylä,,,
Louvamäki,other,louvamäk,Louvamäki,,,
Louvo,other,louvo,Louvo,,,
Lovia,other,lov,Lovia,,,
Lovi,other,lovi,Lovi,,,
Loviisa,karelia,loviis,Loviisa,,,
Loviisanmlk,other,loviisanmlk,Loviisanmlk,,,
Lovisa,other,lovis,Lovisa,60.45659,26.22505,
Löyliäinen,other,löyliäin,Löyliäinen,,,
LÖyliö,other,löyliö,LÖyliö,,,
Löytö,other,löytö,Löytö,61.54509,27.26945,
Löytöjärvi,other,löytöjärv,Löytöjärvi,62.58656,30.31002,
Löytömäki,karelia,löytömäk,Löytömäki,60.73106,28.46369,
Löyttymäki,other,löyttymäk,Löyttymäki,60.89365,24.93146,
ltarlu,karelia,ltarlu,ltarlu,,,
Lu,,lu,Lu,,,
Lu-mijoki,,lu-mijok,Lu-mijoki,,,
Lubeck,other,lubeck,Lubeck,,,
Luhta,other,luh,Luhta,60.75899,21.97376,
Luhalahti,other,luhalaht,Luhalahti,61.77587,23.27177,
Luhanka,other,luhank,Luhanka,61.79682,25.70457,
Luhankakk,other,luhankak,Luhankakk,,,
Luhi,other,luhi,Luhi,,,
Luhovaara,karelia,luhovaar,Luhovaara,,,
Luhtaanmaa,other,luhtaanm,Luhtaanmaa,61.02644,25.92369,
Luhtikylä,other,luhtikyl,Luhtikylä,60.8618,25.48468,
Luikanlahti,other,luikanlaht,Luikanlahti,,,
Luikonlahti,other,luikonlaht,Luikonlahti,62.92709,28.67913,
Lukana,other,luka,Lukana,60.85,24.18333,
Luleässa,,luleä,Luleässa,,,
Lum,,lum,Lum,,,
Lumatjärvilläon,other,lumatjärviläo,Lumatjärvilläon,,,
Lumi,,lumi,Lumi,,,
Lumi vaara,,lumi vaar,Lumi vaara,,,
Lumijärvi,other,lumijärv,Lumijärvi,,,
LumijoellaAvioit,,lumijoellaavioi,LumijoellaAvioit,,,
Lumijoki,other,lumijok,Lumijoki,,,
Lumijoki-,other,lumijoki-,Lumijoki-,,,
Lumijokikk,other,lumijokik,Lumijokikk,,,
Lumikylä,other,lumikyl,Lumikylä,,,
Lumimaa,karelia,lumim,Lumimaa,,,
Lumimetsä,other,lumimets,Lumimetsä,64.36137,25.24329,
Lumivaara--,karelia,lumivaara--,Lumivaara--,,,
Lumivaarakk,karelia,lumivaarak,Lumivaarakk,,,
LumivaarassaAsui,,lumivaarassaasui,LumivaarassaAsui,,,
LumivaarassaPuol,,lumivaarassapuol,LumivaarassaPuol,,,
Lunkula,karelia,lunkul,Lunkula,61.36667,31.7,
Lunkulasaari,karelia,lunkulasaar,Lunkulasaari,,,
Luo,,luo,Luo,,,
Luoe,other,luoe,Luoe,,,
Luohua,other,luohu,Luohua,64.54672,25.28093,
Luojajärvi,other,luojajärv,Luojajärvi,,,
Luojala,other,luojal,Luojala,,,
Luolaja,other,luolaj,Luolaja,60.97548,24.43205,
Luoma,other,luoma,Luoma,63.98333,25.66667,
Luonn,,luon,Luonn,,,
luona,other,luona,luona,,,
Luonetjarvi,other,luonetjarv,Luonetjarvi,,,
Luonetjärvi,other,luonetjärv,Luonetjärvi,,,
Luonnetjäivi,other,luonnetjäiv,Luonnetjäivi,,,
Luonnonmaa,other,luonnonm,Luonnonmaa,,,
Luonnonmae,other,luonnonmae,Luonnonmae,,,
Luonnontilaa,other,luonnontil,Luonnontilaa,,,
Luooioinen,other,luooioine,Luooioinen,,,
Luopajärvi,other,luopajärv,Luopajärvi,62.5803,22.7141,
Luopio,other,luopio,Luopio,,,
Luopioinen,other,luopioin,Luopioinen,,,
Luopioinenkk,other,luopioinenk,Luopioinenkk,,,
Luopoinen,other,luopoin,Luopoinen,,,
Luoploinen,other,luoploin,Luoploinen,,,
Luoto,other,luoto,Luoto,60.91667,21.33333,
Luotola,other,luotol,Luotola,60.85411,27.5744,
Luotomäki,other,luotomäk,Luotomäki,,,
Luotovaara,karelia,luotovaar,Luotovaara,,,
Luova,other,luova,Luova,,,
Lupasalmi,karelia,lupasalm,Lupasalmi,,,
Lupiivaarassa,,lupiivaar,Lupiivaarassa,,,
Lupikko,karelia,lupiko,Lupikko,61.55,31.55,
Lupra,karelia,lupr,Lupra,,,
Lusi,other,lusi,Lusi,61.30014,26.07755,
Lusinkylä,other,lusinkyl,Lusinkylä,,,
Lusmassa,,lusm,Lusmassa,,,
Luti,other,luti,Luti,,,
Luttila,other,luttil,Luttila,62.33706,27.87266,
Luu,,luu,Luu,,,
Luukkaa,other,luuk,Luukkaa,,,
Luukkaankylä,other,luukkaankyl,Luukkaankylä,,,
Luumäellä,other,luumäe,Luumäellä,,,
Luumäki,karelia,luumäk,Luumäki,,,
Luumäkias,other,luumäkias,Luumäkias,,,
Luumäkikk,other,luumäkik,Luumäkikk,,,
Luumitsa,karelia,luumits,Luumitsa,,,
Luumuka,other,luumuk,Luumuka,,,
Luupuvesi,other,luupuv,Luupuvesi,63.7389,26.72265,
Luusniemi,other,luusniem,Luusniemi,61.97425,26.97822,
Luusua,other,luusu,Luusua,66.48398,27.30053,
Luutahäntä,karelia,luutahän,Luutahäntä,,,
Luvia,other,luv,Luvia,61.36475,21.60357,
Luviakk,other,luviak,Luviakk,,,
Lyly,other,lyly,Lyly,61.89301,24.46964,
Lylyas,other,lylyas,Lylyas,,,
Lylykk,other,lylyk,Lylykk,,,
Lylynkylä,other,lylynkyl,Lylynkylä,,,
Lylyvaara,karelia,lylyvaar,Lylyvaara,62.27016,32.32109,
Lyökki,other,lyök,Lyökki,,,
Lyopioinen,other,lyopioin,Lyopioinen,,,
Lyöttilä,other,lyöttil,Lyöttilä,60.96516,26.43496,
Lypertölinnake,other,lypertölinnak,Lypertölinnake,,,
Lyseostav,other,lyseostav,Lyseostav,,,
Lyttylä,other,lyttyl,Lyttylä,61.58884,21.66195,
Lyydia,other,lyyd,Lyydia,,,
Lyykylä,karelia,lyykyl,Lyykylä,60.73445,29.00425,
Lyykylänkylä,karelia,lyykylänkyl,Lyykylänkylä,,,
Lyyli,other,lyyli,Lyyli,,,
Lyytilänmäki,other,lyytilänmäk,Lyytilänmäki,62.64818,27.29734,
Lzp-pävirta,,lzp-pävir,Lzp-pävirta,,,
Maa,,maa,Maa,61.00293,21.28817,
Maajärvi,other,maajärv,Maajärvi,60.90329,27.98061,
Maakasto,other,maakasto,Maakasto,,,
Maakeski,other,maakesk,Maakeski,61.28315,25.33646,
Maalia,other,maal,Maalia,,,
Maala,other,maala,Maala,,,
Maalahti,other,maalaht,Maalahti,62.94225,21.57311,
Maalahtikk,other,maalahtik,Maalahtikk,,,
Maalaini,,maalai,Maalaini,,,
Maamngalla,,maamng,Maamngalla,,,
Maanika,other,maanik,Maanika,,,
Maaningal,,maaningal,Maaningal,,,
Maaninkakk,other,maaninkak,Maaninkakk,,,
Maanselkä,karelia,maanselk,Maanselkä,60.53036,30.18553,
Maanviljelijä,other,maanviljelij,Maanviljelijä,,,
Maaria,other,maar,Maaria,60.53712,22.34974,
Maarianhamina,other,maarianham,Maarianhamina,,,
Määrinki,other,määrink,Määrinki,,,
Maasto,other,maasto,Maasto,,,
Määttälä,karelia,määttäl,Määttälä,,,
Maavesi,other,maave,Maavesi,62.2543,27.55204,
Maavehmaa,,maavehm,Maavehmaa,60.93888,25.29058,
Maavesias,other,maavesias,Maavesias,,,
Mäenala,other,mäenal,Mäenala,60.48342,23.1487,
Mäenpää,other,mäenp,Mäenpää,61.11763,23.08515,
Mäentaka,other,mäentak,Mäentaka,61.04873,21.97784,
Mahala,other,mahal,Mahala,,,
Mahjärvi,other,mahjärv,Mahjärvi,,,
Mähkö,other,mähkö,Mähkö,,,
Mahnala,other,mahnal,Mahnala,61.57246,23.28994,
Mähtsälä,other,mähtsäl,Mähtsälä,,,
Maija,other,maija,Maija,,,
Maikinkylä,karelia,maikinkyl,Maikinkylä,,,
Maikkala,other,maikkal,Maikkala,60.47108,24.29888,
Maimalampi,karelia,maimal,Maimalampi,,,
Maininka,other,mainink,Maininka,,,
Mainua,other,mainu,Mainua,64.12395,27.44395,
Maire,other,maire,Maire,,,
Maisula,karelia,maisul,Maisula,61.85469,31.60664,
Maitonen,other,maiton,Maitonen,,,
Maitostenkylä,other,maitostenkyl,Maitostenkylä,,,
Maitovaara,karelia,maitovaar,Maitovaara,,,
Majakumpu,karelia,majakumpu,Majakumpu,,,
Majasaari,other,majasaar,Majasaari,,,
Majavesi,other,majav,Majavesi,61.61667,27.46667,
Makarla,other,makarl,Makarla,,,
Mäkelä,karelia,mäkel,Mäkelä,62.21564,30.92051,
Mäki-Kampi,other,mäki-k,Mäki-Kampi,,,
Mäkikylä,other,mäkikyl,Mäkikylä,62.74668,22.3553,
Mäkiluoto,other,mäkiluoto,Mäkiluoto,,,
Mäkimaa,other,mäkim,Mäkimaa,,,
Mäkinen,other,mäkin,Mäkinen,,,
Mäkiniemi,karelia,mäkiniem,Mäkiniemi,,,
Mäkipää,karelia,mäkip,Mäkipää,61.36465,31.7819,
Mäkisalo,karelia,mäkisalo,Mäkisalo,61.68333,31.01667,
Makkaralahti,other,makkaralaht,Makkaralahti,,,
Makkaramäki,other,makkaramäk,Makkaramäki,,,
Makkola,karelia,makkol,Makkola,60.93248,29.69689,
Mäkkylä,other,mäkkyl,Mäkkylä,60.41296,24.04196,
Mäkrä,karelia,mäkr,Mäkrä,60.57626,30.16331,
Maksamaa,other,maksam,Maksamaa,63.2136,22.05943,
Makslahti,karelia,makslaht,Makslahti,60.43868,28.71826,
Makslahti-,karelia,makslahti-,Makslahti-,,,
Maksmä,other,maksm,Maksmä,,,
Maksmemi,other,maksmem,Maksmemi,,,
Maksmo,other,maksmo,Maksmo,63.2136,22.05943,
MaksmS,other,maksms,MaksmS,,,
Maksniemi,other,maksniem,Maksniemi,65.67822,24.78172,
Maksu,,maksu,Maksu,,,
Makula,karelia,makul,Makula,60.34134,29.10401,
Malilla,other,mal,Malilla,,,
Malis,other,malis,Malis,,,
Maliskylä,other,maliskyl,Maliskylä,63.95487,25.14122,
Maliusjoki,other,maliusjok,Maliusjoki,,,
Maljasalmi,other,maljasalm,Maljasalmessa,,,
Mälkiä,other,mälk,Mälkiä,,,
Mälkeilläon,other,mälkeiläo,Mälkeilläon,,,
Mälkiälä,karelia,mälkiäl,Mälkiälä,,,
Malkkila,other,malkkil,Malkkila,62.32948,28.52797,
Mälkölä,karelia,mälköl,Mälkölä,60.67839,29.49743,
Malkölä,karelia,malköl,Malkölä,,,
Malku,other,malku,Malku,,,
Mälkylä,,mälkyl,Mälkylä,,,
Mallasjoki,other,mallasjok,Mallasjoki,,,
Mälliäinen,other,mälliäin,Mälliäinen,,,
Mallinkainen,other,mallinkain,Mallinkainen,60.90426,24.7946,
Mallusjoki,other,mallusjok,Mallusjoki,60.73651,25.61703,
Malmi,other,malm,Malmi,60.25171,25.01136,
Malmö,other,malmö,Malmö,,,
Malvala,other,malval,Malvala,,,
Mämmälä,other,mämmäl,Mämmälä,,,
Mammila,other,mammil,Mammila,66.72037,23.9125,
Män,,män,Män,,,
Mändel,,mändel,Mändel,,,
Manila,other,manil,Manila,,,
Mankkaa,other,mank,Mankkaa,60.19424,24.76996,
Mankala,other,mankal,Mankala,60.91661,26.17636,
Männäinen,other,männäin,Männäinen,60.82716,21.52853,
Manner,other,manner,Manner,,,
Mannervaara,other,mannervaar,Mannervaara,62.36836,30.92711,
Mannikkala,karelia,mannikkal,Mannikkala,60.75849,28.90709,
Mannilatasuvat,other,mannilatasuv,Mannilatasuvat,,,
Manninen,other,mannin,Manninen,65.75,29.41667,
Männistö,other,männistö,Männistö,67.13333,24,
Mansala,other,mansal,Mansala,,,
Mansikkala,karelia,mansikkal,Mansikkala,60.88987,29.25333,
Mansikkamäki,karelia,mansikkamäk,Mansikkamäki,,,
Mansila,karelia,mansil,Mansila,61.27395,32.16745,
Mänsölä,karelia,mänsöl,Mänsölä,,,
Manssilankylä,karelia,manssilankyl,Manssilankylä,,,
Mantsi,karelia,mant,Mantsi,,,
Mänttä,other,mänt,Mänttä,62.02966,24.60268,
Mäntsälä,other,mäntsäl,Mäntsälä,60.63333,25.31667,
Mantila,other,mantil,Mantila,62.45007,22.77293,
Mäntlahti,other,mäntlaht,Mäntlahti,60.5135,27.34452,
Mäntsäkylä,karelia,mäntsäkyl,Mäntsäkylä,,,
Mäntsäläkk,other,mäntsäläk,Mäntsäläkk,,,
Mäntsärä,other,mäntsär,Mäntsärä,,,
Mantsinsaari,karelia,mantsinsaar,Mantsinsaari,,,
Mänttäkk,other,mänttäk,Mänttäkk,,,
Mänty,other,mänty,Mänty,66.7,25.03333,
Mäntyhaiju,other,mäntyhaiju,Mäntyhaiju,,,
Mantyharju,other,mantyharju,Mantyharju,61.32167,26.91699,
Mäntyharju,karelia,mäntyharju,Mäntyharju,,,
Mäntyharjuas,other,mäntyharjuas,Mäntyharjuas,,,
Mäntyharjy,other,mäntyharjy,Mäntyharjy,,,
Mäntylä,karelia,mäntyl,Mäntylä,,,
Mäntylähti,other,mäntyläht,Mäntylähti,,,
Mäntyluoto,other,mäntyluoto,Mäntyluoto,61.59693,21.50166,
Mäntyluotp,other,mäntyluotp,Mäntyluotp,,,
Mäntyperä,other,mäntyper,Mäntyperä,64.24782,25.70451,
Mäntyselkä,,mäntyselk,Mäntyselkä,,,
Maria,other,mar,Maria,,,
Maria IssakainenSoanlahti,,maria issakainensoanlaht,Maria IssakainenSoanlahti,,,
Marianpitäjä,other,marianpitäj,Marianpitäjä,,,
Marianvaara,karelia,marianvaar,Marianvaara,,,
Marikarvia,other,marikarv,Marikarvia,,,
Marikkala,other,marikkal,Marikkala,,,
Marinkainen,other,marinkain,Marinkainen,63.94387,23.4337,
Mariussa,,mariu,Mariussa,,,
Marja,karelia,marj,Marja,,,
Marja-Leena,karelia,marja-l,Marja-Leena,,,
Marjakoski,karelia,marjakosk,Marjakoski,,,
Marjalahti,karelia,marjalaht,Marjalahti,,,
Marjaniemi,other,marjaniem,Marjaniemi,60.2018,25.08275,
Marjatta,other,marjat,Marjatta,,,
Marjavaara,karelia,marjavaar,Marjavaara,62.38333,32.16667,
Märkäjärvi,other,märkäjärv,Märkäjärvi,66.83333,28.66667,
Marlussa,,marlu,Marlussa,,,
Martta,other,mart,Martta,,,
Martinkarhala,karelia,martinkarhal,Martinkarhala,,,
Matinkylä,other,matinkyl,Matinkylä,60.15885,24.74241,
Martinniemi,other,martinniem,Martinniemi,65.21241,25.30941,
Martonvaara,other,martonvaar,Martonvaara,63.03851,29.42053,
Marttila,karelia,marttil,Marttila,,,
Marttilakk,other,marttilak,Marttilakk,,,
Marttisjärvi,other,marttisjärv,Marttisjärvi,,,
Mary,other,mary,Mary,,,
Maryjaasema,other,maryjaasem,Maryjaasema,,,
Märynummi,other,märynu,Märynummi,,,
Masia,other,mas,Masia,61.37399,21.9935,
Masala,other,masal,Masala,60.15757,24.52895,
Mäskälä,other,mäskäl,Mäskälä,,,
Masku,other,masku,Masku,60.57082,22.09883,
Maskukk,other,maskuk,Maskukk,,,
Matti,other,mat,Matti,68.3667,25.89034,
Matanen,other,matan,Matanen,,,
Matarenki,other,matarenk,Matarenki,,,
Mätäs-vaara,,mätäs-vaar,Mätäs-vaara,,,
Mathildedal,other,mathildedal,Mathildedal,60.21697,22.90031,
Matikaisillaoli,other,matikaisillaol,Matikaisillaoli,,,
Matikkala,karelia,matikkal,Matikkala,60.97652,29.55683,
Matkalampi,other,matkal,Matkalampi,,,
Matkaniva,other,matkaniv,Matkaniva,64.24057,25.01248,
Matkantaka,other,matkantak,Matkantaka,,,
Matkaselässä,,matkasel,Matkaselässä,,,
Matkaselkä-,karelia,matkaselkä-,Matkaselkä-,,,
Matkaselkäas,karelia,matkaselkäas,Matkaselkäas,,,
Matku,other,matku,Matku,60.96162,23.50738,
Matkuas,other,matkuas,Matkuas,,,
Matkusjoki,other,matkusjok,Matkusjoki,61.03901,22.64271,
Matosaari,other,matosaar,Matosaari,,,
Matri,karelia,matr,Matri,,,
Matsinsaari,karelia,matsinsaar,Matsinsaari,,,
Mattila,other,mattil,Mattila,67.35,26.86667,
Mattilanalue,other,mattilanalue,Mattilanalue,,,
Mattilankartano,other,mattilankartano,Mattilankartano,,,
Mattilantila,other,mattilantil,Mattilantila,,,
Mattisenlahti,other,mattisenlaht,Mattisenlahti,62.59126,29.57601,
Matvo,other,matvo,Matvo,,,
Maula,other,maula,Maula,66.86667,24.66667,
Mauno,other,mauno,Mauno,61.00058,27.07862,
Maunula,other,maunul,Maunula,62.98647,21.9873,
Mauri,other,mauri,Mauri,,,
Mausjärvi,,mausjärv,Mausjärvi,,,
Maxmä,other,maxm,Maxmä,,,
Maxmo,,maxmo,Maxmo,,,
Mct,,mct,Mct,,,
Me,,me,Me,,,
Meflilä,other,meflil,Meflilä,,,
MeHilä,other,mehil,MeHilä,,,
Mehiläsmäki,other,mehiläsmäk,Mehiläsmäki,,,
Meihikkälä,other,meihikkäl,Meihikkälä,,,
Meijerhovi,other,meijerhov,Meijerhovi,,,
Meililä,other,meilil,Meililä,,,
Meisämaalla,,meisäm,Meisämaalla,,,
Meisäpinti,,meisäpint,Meisäpinti,,,
Meksikko,other,meksiko,Meksikko,,,
Mellllä,other,mel,Melli,,,
Mel-Iilä,other,mel-iil,Mel-Iilä,,,
Melalahti,other,melalaht,Melalahti,64.4056,27.66764,
Melliiä,other,meliiä,Melliiä,,,
Meliilä,other,meliil,Meliilä,,,
Melilä,other,melil,Melilä,,,
Melkala,other,melkal,Melkala,,,
Melkilä,other,melkil,Melkilä,,,
Melkkola,other,melkkol,Melkkola,60.93474,28.12274,
Mellilä,other,mellil,Mellilä,60.76667,22.95,
Mellilaas,other,mellilaas,Mellilaas,,,
Melliläas,other,melliläas,Melliläas,,,
Melliläkk,other,melliläk,Melliläkk,,,
Mellinkainen,other,mellinkain,Mellinkainen,,,
Mellonkylä,other,mellonkyl,Mellonkylä,,,
Mello,other,melo,Mello,61.14539,23.55022,
Meltola,other,meltol,Meltola,60.12649,23.75856,
Menkala,other,menkal,Menkala,,,
Menonen,other,menon,Menonen,61.0198,23.48645,
Mensovaara,karelia,mensovaar,Mensovaara,,,
Mensunvaara,karelia,mensunvaar,Mensunvaara,61.67098,30.21996,
Menton,other,mento,Menton,,,
merillä,karelia,mer,merillä,,,
merellä,other,mere,merellä,,,
Merijarvellä,,merijarv,Merijarvellä,,,
Merijärvi,other,merijärv,Merijärvi,64.3,24.45,
Merijärvikk,other,merijärvik,Merijärvikk,,,
Merijoki,karelia,merijok,Merijoki,,,
Merikaarto,other,merikaarto,Merikaarto,63.06495,21.95914,
Merikapteeni,other,merikapt,Merikapteeni,,,
Merikarvia,other,merikarv,Merikarvia,61.85839,21.50035,
Merikarviakk,other,merikarviak,Merikarviakk,,,
Merikarvio,other,merikarvio,Merikarvio,,,
Merikatvia,other,merikatv,Merikatvia,,,
Merikoski,other,merikosk,Merikoski,,,
Merilä,other,meril,Merilä,63.73333,28.98333,
Merimasku,other,merimasku,Merimasku,60.48333,21.86667,
Merinkylä,other,merinkyl,Merinkylä,,,
merivartio,other,merivartio,merivartio,,,
Merivartiosto,other,merivartiosto,Merivartiosto,,,
Merjankylä,karelia,merjankyl,Merjankylä,,,
Merjenkylä,karelia,merjenkyl,Merjenkylä,,,
Meromäki,karelia,meromäk,Meromäki,,,
Merrasjärvi,other,merrasjärv,Merrasjärvi,61.03333,25.66667,
Mertjärvi,karelia,mertjärv,Mertjärvi,61.06667,29.13333,
Merttelä,other,merttel,Merttelä,60.55853,22.22919,
Messukylä,other,messukyl,Messukylä,61.48547,23.84222,
Messukyläkk,other,messukyläk,Messukyläkk,,,
mestari,other,mestar,mestari,,,
Mesterjärvi,karelia,mesterjärv,Mesterjärvi,60.18481,29.27324,
Mestilä,other,mestil,Mestilä,61.05049,22.12596,
Met,,met,Met,,,
Metsä,,mets,Metsä,,,
Metsä-Kiikkilä,other,metsä-kiikkil,Metsä-Kiikkilä,,,
Metsä-Koti,other,metsä-kot,Metsä-Koti,,,
Metsä-kylä,,metsä-kyl,Metsä-kylä,,,
Metsäaro,other,metsäaro,Metsäaro,60.46455,22.16604,
Metsähansa,other,metsäh,Metsähansa,,,
Metsäjiirtti,karelia,metsäjiirt,Metsäjiirtti,,,
Metsäkansa,other,metsäk,Metsäkansa,61.23552,23.87612,
Metsäkangas,other,metsäkangas,Metsäkangas,,,
Metsäkolila,karelia,metsäkolil,Metsäkolila,,,
Metsäkulma,other,metsäkulm,Metsäkulma,61.45231,21.68153,
Metsänkylä,other,metsänkyl,Metsänkylä,,,
Metsälä,other,metsäl,Metsälä,61,21.3,
Metsämaa,other,metsäm,Metsämaa,61.55819,21.62675,
Metsämaakk,other,metsämaak,Metsämaakk,,,
Metsämäki,other,metsämäk,Metsämäki,60.49544,22.34575,
Metsämikli,karelia,metsämikl,Metsämikli,61.59284,30.31986,
metsänhoitoa,karelia,metsänhoito,metsänhoitoa,,,
Metsäpelto,other,metsäpelto,Metsäpelto,63.06667,24.56667,
Metsäpinti,karelia,metsäpint,Metsäpinti,,,
Metsäpirtti,karelia,metsäpirt,Metsäpirtti,,,
Metsäpirtinkk,karelia,metsäpirtink,Metsäpirtinkk,,,
Metsäpirtti Rouvan ensimmäisestä avioliitosta,,metsäpirtti rouvan ensimmäisestä avioliito,Metsäpirtti Rouvan ensimmäisestä avioliitosta,,,
Metsäpirtti-,karelia,metsäpirtti-,Metsäpirtti-,,,
Metsäpirttikk,karelia,metsäpirttik,Metsäpirttikk,,,
Metsäselkä,karelia,metsäselk,Metsäselkä,,,
Metsikkä,karelia,metsik,Metsikkä,,,
Metsola,karelia,metsol,Metsola,,,
Metsolahti,other,metsolaht,Metsolahti,62.24134,26.09675,
Metsolatasuvat,other,metsolatasuv,Metsolatasuvat,,,
Mettälä,other,mettäl,Mettälä,63.03333,22.71667,
Michelspiltom,other,michelspiltom,Michelspiltom,60.61613,26.01695,
Michigan,,michig,Michigan,,,
mie,,mie,mie,,,
Mie-hikkäiä,,mie-hikäiä,Mie-hikkäiä,,,
miehen,,miehe,miehen,,,
Miehen aiemmasta avioliitosta,,miehen aiemmasta avioliito,Miehen aiemmasta avioliitosta,,,
Miehen aikaisemmasta avioliitosta,,miehen aikaisemmasta avioliito,Miehen aikaisemmasta avioliitosta,,,
Miehen ensimmäisestä avioliitosta,,miehen ensimmäisestä avioliito,Miehen ensimmäisestä avioliitosta,,,
Miehikkälä,karelia,miehikkäl,Miehikkälä,,,
Miehikkäläkk,other,miehikkäläk,Miehikkäläkk,,,
Mieho,other,mieho,Mieho,60.90935,26.69194,
Miehola,other,miehol,Miehola,60.93825,25.14453,
Miekalla,other,mieka,Miekalla,,,
Miekkiö,other,miekiö,Miekkiö,60.89522,25.60673,
Miekkala,other,miekkal,Miekkala,,,
Miekkoja,other,mieko,Miekkoja,63.86271,23.50651,
Mieloinen,other,mieloin,Mieloinen,,,
Mieluskoski,other,mieluskosk,Mieluskoski,64.17144,25.17342,
Miemala,other,miemal,Miemala,60.95696,24.50075,
Miemola,other,miemol,Miemola,,,
Mierola,other,mierol,Mierola,61.06065,24.38493,
Mieslahti,other,mieslaht,Mieslahti,64.39245,27.99481,
Miessaari,other,miessaar,Miessaari,,,
Mieto,other,mieto,Mieto,,,
Mietoinen,other,mietoin,Mietoinen,60.63333,21.93333,
Mietoinenkk,other,mietoinenk,Mietoinenkk,,,
Mietola,,mietol,Mietola,,,
Miettilä,other,miettil,Miettilä,61.29795,29.21634,
Miettilänkylä,karelia,miettilänkyl,Miettilänkylä,,,
Miettula,other,miettul,Miettula,65.5771,25.16592,
Miikkula,karelia,miikkul,Miikkula,,,
Miikkulainen,karelia,miikkulain,Miikkulainen,,,
Miinala,karelia,miinal,Miinala,61.34943,31.87529,
Miiolaassa,,miiola,Miiolaassa,,,
Miitolassa,,miitol,Miitolassa,,,
Mikke,other,mik,Mikke,61.64117,27.33025,
Mik keli,,mik kel,Mik keli,,,
Mikkeii,other,mikei,Mikkeii,,,
Mikkali,,mikkal,Mikkali,,,
Mikkalinmlk,other,mikkalinmlk,Mikkalinmlk,,,
Mikkatin mlk,,mikkatin mlk,Mikkatin mlk,,,
Mikke-li,,mikke-l,Mikke-li,,,
Mikkefr,other,mikkefr,Mikkefr,,,
Mikkeli mlk,,mikkeli mlk,Mikkeli mlk,,,
Mikkeli Rouvan ensimmäisestä avioliitosta,,mikkeli rouvan ensimmäisestä avioliito,Mikkeli Rouvan ensimmäisestä avioliitosta,,,
Mikkelias,other,mikkelias,Mikkelias,,,
Mikkelimlk,other,mikkelimlk,Mikkelimlk,,,
Mikkelin mik,,mikkelin mik,Mikkelin mik,,,
Mikkelinlääni,other,mikkelinl,Mikkelinlääni,,,
Mikkilä,karelia,mikkil,Mikkilä,61.71659,33.0434,
Mikkoli,other,mikkol,Mikkoli,,,
Mikkolanniemi,other,mikkolanniem,Mikkolanniemi,61.68496,29.79121,
Mikli,karelia,mikl,Mikli,61.51667,30.36667,
